ID,TxLat,TxLon,RxLat,RxLon,h_tx__meter,h_rx__meter,f__mhz,d__km,L_meas__db,L_fs__db,L_excess__db,Cnt,Sigma__db
9289,39.992310756,-105.2731667,40.016652,-105.285943,19.2,2.82,3475,2.91459708445969,124.965345,112.560666701142,12.4046782988577,1,0
9290,39.992310756,-105.2731667,40.016653,-105.285937,19.2,2.82,3475,2.9145083234662,124.835134,112.560402177467,12.2747318225333,1,0
9291,39.992310756,-105.2731667,40.016655,-105.285932,19.2,2.82,3475,2.9145545625603,124.546488,112.560539979263,11.9859480207369,1,0
9292,39.992310756,-105.2731667,40.016656,-105.285926,19.2,2.82,3475,2.91446597809015,124.11854,112.560275977815,11.5582640221848,1,0
9293,39.992310756,-105.2731667,40.016657,-105.285921,19.2,2.82,3475,2.91440939236462,124.058141,112.560107335552,11.498033664448,1,0
9294,39.992310756,-105.2731667,40.016658,-105.285915,19.2,2.82,3475,2.91432097707678,123.987054,112.559843825187,11.4272101748127,1,0
9295,39.992310756,-105.2731667,40.016659,-105.28591,19.2,2.82,3475,2.91426453461072,123.938177,112.559675601515,11.3785013984855,1,0
9296,39.992310756,-105.2731667,40.01666,-105.285905,19.2,2.82,3475,2.91420815783638,123.727166,112.55950757038,11.1676584296202,1,0
9297,39.992310756,-105.2731667,40.016661,-105.285899,19.2,2.82,3475,2.91411998934207,123.804377,112.559244777417,11.2451322225831,1,0
9298,39.992310756,-105.2731667,40.016662,-105.285894,19.2,2.82,3475,2.91406375585546,124.210303,112.559077165042,11.6512258349577,1,0
9299,39.992310756,-105.2731667,40.016663,-105.285888,19.2,2.82,3475,2.913975756606,124.914297,112.558814863537,12.3554821364632,1,0
9300,39.992310756,-105.2731667,40.016665,-105.285883,19.2,2.82,3475,2.91402270184828,125.514004,112.558954795349,12.9550492046508,1,0
9301,39.992310756,-105.2731667,40.016666,-105.285877,19.2,2.82,3475,2.91393487920769,126.157438,112.558693016586,13.5987449834141,1,0
9302,39.992310756,-105.2731667,40.016667,-105.285872,19.2,2.82,3475,2.91387893856976,126.46945,112.558526266507,13.9109237334931,1,0
9303,39.992310756,-105.2731667,40.016668,-105.285867,19.2,2.82,3475,2.91382306365004,126.68332,112.558359709128,14.1249602908723,1,0
9304,39.992310756,-105.2731667,40.016669,-105.285861,19.2,2.82,3475,2.91373548792595,127.177605,112.55809864849,14.6195063515096,1,0
9305,39.992310756,-105.2731667,40.01667,-105.285856,19.2,2.82,3475,2.91367975635935,127.639815,112.557932510257,15.0818824897429,1,0
9306,39.992310756,-105.2731667,40.016671,-105.285851,19.2,2.82,3475,2.91362409052261,128.300477,112.557766564795,15.7427104352049,1,0
9307,39.992310756,-105.2731667,40.016673,-105.285845,19.2,2.82,3475,2.91363984460109,128.630442,112.55781352961,16.0726284703897,1,0
9308,39.992310756,-105.2731667,40.016674,-105.28584,19.2,2.82,3475,2.91358432834543,128.743422,112.557648027802,16.1857739721983,1,0
9309,39.992310756,-105.2731667,40.016675,-105.285834,19.2,2.82,3475,2.9134971762771,128.957403,112.557388208801,16.4000147911992,1,0
9310,39.992310756,-105.2731667,40.016676,-105.285829,19.2,2.82,3475,2.91344180341838,129.131229,112.557223126399,16.5740058736006,1,0
9311,39.992310756,-105.2731667,40.016677,-105.285823,19.2,2.82,3475,2.91335482073517,129.221696,112.556963799694,16.6647322003063,1,0
